Hash,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,imageURL,thumbURL
60009-00001,Optical,N/A,SPEEDCRAFT XS,,Sunglasses,Matte White - Blue Multilayer Mirror Lens,#N/A,TRUE,60009-00001,60009-00001,,,,,,,,,,,,,,155,155,KR,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Packed with all the bold-iconic style of Speedcraft®, the small-scale frame Speedcraft® XS is designed for smaller faces, uncompromising women and young athletes that demand the same excellent line of sight and brashness of the OG.","•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•6-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•15% smaller than Speedcraft SL",https://fs.amplifi.io//file?id=60045499-718d-4555-987b-31805d3a8bc4,https://fs.amplifi.io//file?id=60045499-718d-4555-987b-31805d3a8bc4&variant=thumb&extension=png
60009-00002,Optical,N/A,SPEEDCRAFT XS,,Sunglasses,Polished Translucent Lavender - HiPER Lavender Mirror Lens,#N/A,FALSE,60009-00002,60009-00002,,,,,,,,,,,,,,165,165,KR,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Packed with all the bold-iconic style of Speedcraft®, the small-scale frame Speedcraft® XS is designed for smaller faces, uncompromising women and young athletes that demand the same excellent line of sight and brashness of the OG.","•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•6-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•15% smaller than Speedcraft SL",https://fs.amplifi.io//file?id=2310a56f-7b3c-4671-959f-7d667acf7e10,https://fs.amplifi.io//file?id=2310a56f-7b3c-4671-959f-7d667acf7e10&variant=thumb&extension=png
60009-00003,Optical,N/A,SPEEDCRAFT XS,,Sunglasses,Matte White - HiPER Silver Mirror Lens,#N/A,TRUE,60009-00003,60009-00003,,,,,,,,,,,,,,165,165,KR,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Packed with all the bold-iconic style of Speedcraft®, the small-scale frame Speedcraft® XS is designed for smaller faces, uncompromising women and young athletes that demand the same excellent line of sight and brashness of the OG.","•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•6-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•15% smaller than Speedcraft SL",https://fs.amplifi.io//file?id=9a98b520-67fa-4b5b-b720-b59e7a0d0b4c,https://fs.amplifi.io//file?id=9a98b520-67fa-4b5b-b720-b59e7a0d0b4c&variant=thumb&extension=png
60009-00006,Optical,N/A,SPEEDCRAFT XS,,Sunglasses,Gloss Cobalt Blue - HiPER Copper Mirror Lens,#N/A,FALSE,60009-00006,60009-00006,,,,,,,,,,,,,,165,165,KR,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Packed with all the bold-iconic style of Speedcraft®, the small-scale frame Speedcraft® XS is designed for smaller faces, uncompromising women and young athletes that demand the same excellent line of sight and brashness of the OG.","•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•6-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•15% smaller than Speedcraft SL",https://fs.amplifi.io//file?id=b5e9e1bc-c3e6-41d2-8392-f52b63cdaea3,https://fs.amplifi.io//file?id=b5e9e1bc-c3e6-41d2-8392-f52b63cdaea3&variant=thumb&extension=png
60009-00007,Optical,N/A,SPEEDCRAFT XS,,Sunglasses,Soft Tact Two Tone - HiPER Silver Mirror Lens,#N/A,FALSE,60009-00007,60009-00007,,,,,,,,,,,,,,165,165,KR,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Packed with all the bold-iconic style of Speedcraft®, the small-scale frame Speedcraft® XS is designed for smaller faces, uncompromising women and young athletes that demand the same excellent line of sight and brashness of the OG.","•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•6-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•15% smaller than Speedcraft SL",https://fs.amplifi.io//file?id=94a30240-1b50-41ca-8a38-ee8449187bcd,https://fs.amplifi.io//file?id=94a30240-1b50-41ca-8a38-ee8449187bcd&variant=thumb&extension=png
60009-00008,Optical,N/A,SPEEDCRAFT XS,,Sunglasses,Soft Tact Black - HiPER Red Multilayer Mirror Lens,#N/A,TRUE,60009-00008,60009-00008,,,,,,,,,,,,,,165,165,KR,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Packed with all the bold-iconic style of Speedcraft®, the small-scale frame Speedcraft® XS is designed for smaller faces, uncompromising women and young athletes that demand the same excellent line of sight and brashness of the OG.","•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•6-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•15% smaller than Speedcraft SL",https://fs.amplifi.io//file?id=bbe4bb7e-52c1-4c86-b719-06ab86a5f336,https://fs.amplifi.io//file?id=bbe4bb7e-52c1-4c86-b719-06ab86a5f336&variant=thumb&extension=png
60009-00009,Optical,N/A,SPEEDCRAFT XS,,Sunglasses,Polished Translucent Grey - Purple Multilayer Mirror Lens,#N/A,FALSE,60009-00009,60009-00009,,,,,,,,,,,,,,155,155,KR,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Packed with all the bold-iconic style of Speedcraft®, the small-scale frame Speedcraft® XS is designed for smaller faces, uncompromising women and young athletes that demand the same excellent line of sight and brashness of the OG.","•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•6-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•15% smaller than Speedcraft SL",https://fs.amplifi.io//file?id=6b403083-9b0a-42c0-ad70-8ee14b5f0258,https://fs.amplifi.io//file?id=6b403083-9b0a-42c0-ad70-8ee14b5f0258&variant=thumb&extension=png
60011-00000,Optical,N/A,GLENDALE,,Sunglasses,Soft Tact Black - Smoke Lens,#N/A,TRUE,60011-00000,60011-00000,,,,,,,,,,,,,,155,155,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating",The GLENDALE achieves the perfect balance of timeless styling melded with premium frame and lens technology that distinguished riders expect.,"•Designed in California 
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•Interchangeable lenses 
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Additional lens ventilation to prevent fogging
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Adjustable temple tips
•Also available with contrast-defining HiPER lens
•Compatible with 100% RX insert large
•Comes with a vintage style hard case, microfiber cleaning bag, replacement lens and extra alternative fit nose pad",https://fs.amplifi.io//file?id=84de6bf3-e9fe-47e6-8e09-d9b77ccc9a0e,https://fs.amplifi.io//file?id=84de6bf3-e9fe-47e6-8e09-d9b77ccc9a0e&variant=thumb&extension=png
60011-00004,Optical,N/A,GLENDALE,,Sunglasses,Matte Translucent Brown Fade - HiPER Silver Mirror Lens,#N/A,FALSE,60011-00004,60011-00004,,,,,,,,,,,,,,185,185,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating",The GLENDALE achieves the perfect balance of timeless styling melded with premium frame and lens technology that distinguished riders expect.,"•Designed in California 
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•Interchangeable lenses 
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Additional lens ventilation to prevent fogging
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Adjustable temple tips
•Also available with contrast-defining HiPER lens
•Compatible with 100% RX insert large
•Comes with a vintage style hard case, microfiber cleaning bag, replacement lens and extra alternative fit nose pad",https://fs.amplifi.io//file?id=14dfe133-db53-4e09-9f65-805de57a6066,https://fs.amplifi.io//file?id=14dfe133-db53-4e09-9f65-805de57a6066&variant=thumb&extension=png
60011-00005,Optical,N/A,GLENDALE,,Sunglasses,Soft Tact Neon Orange - HiPER Red Multilayer Mirror Lens,#N/A,FALSE,60011-00005,60011-00005,,,,,,,,,,,,,,185,185,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating",The GLENDALE achieves the perfect balance of timeless styling melded with premium frame and lens technology that distinguished riders expect.,"•Designed in California 
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•Interchangeable lenses 
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Additional lens ventilation to prevent fogging
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Adjustable temple tips
•Also available with contrast-defining HiPER lens
•Compatible with 100% RX insert large
•Comes with a vintage style hard case, microfiber cleaning bag, replacement lens and extra alternative fit nose pad",https://fs.amplifi.io//file?id=4d88ecfb-96dd-492b-b0b1-fb316b80ade1,https://fs.amplifi.io//file?id=4d88ecfb-96dd-492b-b0b1-fb316b80ade1&variant=thumb&extension=png
60011-00007,Optical,N/A,GLENDALE,,Sunglasses,Polished Translucent Lavender - HiPER Lavender Mirror Lens,#N/A,FALSE,60011-00007,60011-00007,,,,,,,,,,,,,,185,185,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating",The GLENDALE achieves the perfect balance of timeless styling melded with premium frame and lens technology that distinguished riders expect.,"•Designed in California 
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•Interchangeable lenses 
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Additional lens ventilation to prevent fogging
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Adjustable temple tips
•Also available with contrast-defining HiPER lens
•Compatible with 100% RX insert large
•Comes with a vintage style hard case, microfiber cleaning bag, replacement lens and extra alternative fit nose pad",https://fs.amplifi.io//file?id=faa3a01a-48fe-46a6-84d5-7ab7578f63d6,https://fs.amplifi.io//file?id=faa3a01a-48fe-46a6-84d5-7ab7578f63d6&variant=thumb&extension=png
