Hash,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,YouthWomen,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,imageURL,thumbURL
69109-00001,Optical,N/A,NORVIK,NOSE PAD KIT -,Sunglass Parts and Lenses,Eyewear,SP22,"FA22,SP22",Nose Parts,Nose Pads,,Black,TRUE,FALSE,69109-00001,69109-00001,,,,,,,,,,,,,,15,15,TW,100% Thermoplastic Elastomer (TPE),"A set of small, medium, and large replacement nose pads for Norvik sunglasses.",Compatible with Norvik sunglasses.,,
69109-00002,Optical,N/A,NORVIK,NOSE PAD KIT -,Sunglass Parts and Lenses,Eyewear,SP22,"FA22,SP22",Nose Parts,Nose Pads,,Grey,TRUE,FALSE,69109-00002,69109-00002,,,,,,,,,,,,,,15,15,TW,100% Thermoplastic Elastomer (TPE),"A set of small, medium, and large replacement nose pads for Norvik sunglasses.",Compatible with Norvik sunglasses.,,
Z-70000-00001,Bike,N/A,RIDECAMP,Elbow Guards,Protection,Hard Goods,SP22,"FA22,SP22",Protection,Elbow,,Black/Grey,TRUE,TRUE,70000-00001,70000-00001,70000-00002,70000-00003,70000-00004,,,,,,,,,,,49,49,CN,"33% Styrene Butadiene Rubber (SBR)
22.5% Polyester
19.7% Polyamide Nylon
13.3% Ethylene Vinyl Acetate (EVA)
7.3% Polyvinyl Chloride (PVC)
2.7% Steel
1.5% Silicone","The Ridecamp are 100%’s lightest, most flexible elbow guards.  They are a simple, sleek and effective protection choice. These guards also are specifically designed for right and left arms to improve useability and comfort.","•	Complies to protective equipment CE directive 89/686/EEC for MTB
•	Ultra-light slip on sleeve design
•	Slightly pre-curved chassis for attack position
•	Nylon, anti-abrasion, outer skin
•	Perforated neoprene chassis for best fit and comfort
•	Tacky silicone elastic print helps prevent slippage
•	Fully ventilated inner arm mesh adds cooling",https://fs.amplifi.io//file?id=ac413bf9-8108-41c4-85af-bbfa5479d1ea,https://fs.amplifi.io//file?id=ac413bf9-8108-41c4-85af-bbfa5479d1ea&variant=thumb&extension=png
Z-70000-00005,Bike,N/A,RIDECAMP,Elbow Guards,Protection,Hard Goods,SP22,"FA22,SP22",Protection,Elbow,,Heather Grey/Black,TRUE,TRUE,70000-00005,70000-00005,70000-00006,70000-00007,70000-00008,,,,,,,,,,,49,49,CN,"33% Styrene Butadiene Rubber (SBR)
22.5% Polyester
19.7% Polyamide Nylon
13.3% Ethylene Vinyl Acetate (EVA)
7.3% Polyvinyl Chloride (PVC)
2.7% Steel
1.5% Silicone","The Ridecamp are 100%’s lightest, most flexible elbow guards.  They are a simple, sleek and effective protection choice. These guards also are specifically designed for right and left arms to improve useability and comfort.","•	Complies to protective equipment CE directive 89/686/EEC for MTB
•	Ultra-light slip on sleeve design
•	Slightly pre-curved chassis for attack position
•	Nylon, anti-abrasion, outer skin
•	Perforated neoprene chassis for best fit and comfort
•	Tacky silicone elastic print helps prevent slippage
•	Fully ventilated inner arm mesh adds cooling",https://fs.amplifi.io//file?id=9c5d56f6-fdaa-4ba1-8765-57a67c908802,https://fs.amplifi.io//file?id=9c5d56f6-fdaa-4ba1-8765-57a67c908802&variant=thumb&extension=png
Z-70000-00009,Bike,N/A,RIDECAMP,Elbow Guards,Protection,Hard Goods,SP22,"FA22,SP22",Protection,Elbow,,Red/Black,TRUE,TRUE,70000-00009,70000-00009,70000-00010,70000-00011,70000-00012,,,,,,,,,,,49,49,CN,"33% Styrene Butadiene Rubber (SBR)
22.5% Polyester
19.7% Polyamide Nylon
13.3% Ethylene Vinyl Acetate (EVA)
7.3% Polyvinyl Chloride (PVC)
2.7% Steel
1.5% Silicone","The Ridecamp are 100%’s lightest, most flexible elbow guards.  They are a simple, sleek and effective protection choice. These guards also are specifically designed for right and left arms to improve useability and comfort.","•	Complies to protective equipment CE directive 89/686/EEC for MTB
•	Ultra-light slip on sleeve design
•	Slightly pre-curved chassis for attack position
•	Nylon, anti-abrasion, outer skin
•	Perforated neoprene chassis for best fit and comfort
•	Tacky silicone elastic print helps prevent slippage
•	Fully ventilated inner arm mesh adds cooling",https://fs.amplifi.io//file?id=9ee14fa5-64bc-4086-aca6-894d926b37d9,https://fs.amplifi.io//file?id=9ee14fa5-64bc-4086-aca6-894d926b37d9&variant=thumb&extension=png
Z-70001-00001,Bike,N/A,RIDECAMP,Knee Guards,Protection,Hard Goods,SP22,"FA22,SP22",Protection,Knee,,Black/Grey,TRUE,TRUE,70001-00001,70001-00001,70001-00002,70001-00003,70001-00004,,,,,,,,,,,59,59,CN,"28.9% Styrene Butadiene Rubber (SBR)
27.9% Polyamide Nylon
14.4% Polyester
12.9% Ethylene Vinyl Acetate (EVA)
9.4% Polyvinyl Chloride (PVC)
4.5% Silicone
2% Steel","Ridecamp Knee Guards are your simple, sleek and effective protection choice for cross-country and light-duty ride needs.","•	Complies to protective equipment CE directive 89/686/EEC for MTB
•	Ultra-light slip on sleeve design
•	Pre-curved chassis for attack position
•	Lightly padded, nylon, anti-abrasion outer skin
•	Fully perforated neoprene chassis for breathability
•	Tacky silicone elastic webbing helps prevent slippage
•	Fully ventilated rear mesh for maximum cooling",https://fs.amplifi.io//file?id=b70d9e93-083a-4f5d-8ccc-0d118bb58676,https://fs.amplifi.io//file?id=b70d9e93-083a-4f5d-8ccc-0d118bb58676&variant=thumb&extension=png
Z-70001-00005,Bike,N/A,RIDECAMP,Knee Guards,Protection,Hard Goods,SP22,"FA22,SP22",Protection,Knee,,Heather Grey/Black,TRUE,TRUE,70001-00005,70001-00005,70001-00006,70001-00007,70001-00008,,,,,,,,,,,59,59,CN,"28.9% Styrene Butadiene Rubber (SBR)
27.9% Polyamide Nylon
14.4% Polyester
12.9% Ethylene Vinyl Acetate (EVA)
9.4% Polyvinyl Chloride (PVC)
4.5% Silicone
2% Steel","Ridecamp Knee Guards are your simple, sleek and effective protection choice for cross-country and light-duty ride needs.","•	Complies to protective equipment CE directive 89/686/EEC for MTB
•	Ultra-light slip on sleeve design
•	Pre-curved chassis for attack position
•	Lightly padded, nylon, anti-abrasion outer skin
•	Fully perforated neoprene chassis for breathability
•	Tacky silicone elastic webbing helps prevent slippage
•	Fully ventilated rear mesh for maximum cooling",https://fs.amplifi.io//file?id=0a596e27-155b-4b75-9014-f52cbf888521,https://fs.amplifi.io//file?id=0a596e27-155b-4b75-9014-f52cbf888521&variant=thumb&extension=png
Z-70001-00009,Bike,N/A,RIDECAMP,Knee Guards,Protection,Hard Goods,SP22,"FA22,SP22",Protection,Knee,,Red/Black,TRUE,TRUE,70001-00009,70001-00009,70001-00010,70001-00011,70001-00012,,,,,,,,,,,59,59,CN,"28.9% Styrene Butadiene Rubber (SBR)
27.9% Polyamide Nylon
14.4% Polyester
12.9% Ethylene Vinyl Acetate (EVA)
9.4% Polyvinyl Chloride (PVC)
4.5% Silicone
2% Steel","Ridecamp Knee Guards are your simple, sleek and effective protection choice for cross-country and light-duty ride needs.","•	Complies to protective equipment CE directive 89/686/EEC for MTB
•	Ultra-light slip on sleeve design
•	Pre-curved chassis for attack position
•	Lightly padded, nylon, anti-abrasion outer skin
•	Fully perforated neoprene chassis for breathability
•	Tacky silicone elastic webbing helps prevent slippage
•	Fully ventilated rear mesh for maximum cooling",https://fs.amplifi.io//file?id=0ddd7e82-7a15-444b-bf61-1809d9c7317f,https://fs.amplifi.io//file?id=0ddd7e82-7a15-444b-bf61-1809d9c7317f&variant=thumb&extension=png
Z-70002-00001,Bike,N/A,TERATEC,Elbow Guards,Protection,Hard Goods,SP22,"FA22,SP22",Protection,Elbow,,Black,TRUE,TRUE,70002-00001,70002-00001,70002-00002,70002-00003,70002-00004,,,,,,,,,,,59,59,CN,"67.9% Polyurethane (PU)
21.5% Polyester
8% Polyamide Nylon
1.6% Steel
1% Silicone","TERATEC Protection is designed with the principle of right materials, right places. Designed specifically to offer great impact protection in a slim, form fitting chassis. These guards offer excellent SmartShock® CE Level 1 impact protection and abrasion resistance while still offering maximum breathability and flexibility.","•	Impact tested and certified to CE EN 1621-1:2012 Level 1
•	Sleek, comfortable slip-on sleeves
•	Completely pre-curved chassis for attack position
•	Nylon, anti-abrasion, outer skin
•	Mobility flex joint for smooth articulation
•	Tacky silicone elastic webbing helps prevent slippage
•	Wicking fabric adds cooling",https://fs.amplifi.io//file?id=2401840b-1eec-4b55-9490-a1c39fccb414,https://fs.amplifi.io//file?id=2401840b-1eec-4b55-9490-a1c39fccb414&variant=thumb&extension=png
Z-70002-00005,Bike,N/A,TERATEC,Elbow Guards,Protection,Hard Goods,SP22,"FA22,SP22",Protection,Elbow,,Heather Grey/Black,TRUE,TRUE,70002-00005,70002-00005,70002-00006,70002-00007,70002-00008,,,,,,,,,,,59,59,CN,"67.9% Polyurethane (PU)
21.5% Polyester
8% Polyamide Nylon
1.6% Steel
1% Silicone","TERATEC Protection is designed with the principle of right materials, right places. Designed specifically to offer great impact protection in a slim, form fitting chassis. These guards offer excellent SmartShock® CE Level 1 impact protection and abrasion resistance while still offering maximum breathability and flexibility.","•	Impact tested and certified to CE EN 1621-1:2012 Level 1
•	Sleek, comfortable slip-on sleeves
•	Completely pre-curved chassis for attack position
•	Nylon, anti-abrasion, outer skin
•	Mobility flex joint for smooth articulation
•	Tacky silicone elastic webbing helps prevent slippage
•	Wicking fabric adds cooling",https://fs.amplifi.io//file?id=f102ff98-0f38-4a57-813c-df91bbd295de,https://fs.amplifi.io//file?id=f102ff98-0f38-4a57-813c-df91bbd295de&variant=thumb&extension=png
Z-70003-00001,Bike,N/A,TERATEC,Knee Guards,Protection,Hard Goods,SP22,"FA22,SP22",Protection,Knee,,Black,TRUE,TRUE,70003-00001,70003-00001,70003-00002,70003-00003,70003-00004,,,,,,,,,,,69,69,CN,"64% Polyurethane (PU)
22.2% Polyester
10.6% Polyamide Nylon
1.8% Silicone
1.4% Steel","TERATEC Knee Guards are designed with the principle of right materials, right places. Designed specifically to offer great impact protection in a slim, form fitting chassis. These guards offer excellent SmartShock® CE Level 1 impact protection and abrasion resistance all while still offering maximum breathability and flexibility.","•	Impact tested and certified to CE EN 1621-1:2012 Level 1
•	Sleek, comfortable slip-on sleeves
•	Completely pre-curved chassis for attack position
•	Nylon, anti-abrasion, outer skin
•	Mobility flex joint for smooth articulation
•	Tacky silicone elastic webbing helps prevent slippage
•	Fully ventilated rear mesh for maximum cooling",https://fs.amplifi.io//file?id=5093118c-0747-4fe3-b470-0a7476297e7a,https://fs.amplifi.io//file?id=5093118c-0747-4fe3-b470-0a7476297e7a&variant=thumb&extension=png
Z-70003-00005,Bike,N/A,TERATEC,Knee Guards,Protection,Hard Goods,SP22,"FA22,SP22",Protection,Knee,,Heather Grey/Black,TRUE,TRUE,70003-00005,70003-00005,70003-00006,70003-00007,70003-00008,,,,,,,,,,,69,69,CN,"64% Polyurethane (PU)
22.2% Polyester
10.6% Polyamide Nylon
1.8% Silicone
1.4% Steel","TERATEC Knee Guards are designed with the principle of right materials, right places. Designed specifically to offer great impact protection in a slim, form fitting chassis. These guards offer excellent SmartShock® CE Level 1 impact protection and abrasion resistance all while still offering maximum breathability and flexibility.","•	Impact tested and certified to CE EN 1621-1:2012 Level 1
•	Sleek, comfortable slip-on sleeves
•	Completely pre-curved chassis for attack position
•	Nylon, anti-abrasion, outer skin
•	Mobility flex joint for smooth articulation
•	Tacky silicone elastic webbing helps prevent slippage
•	Fully ventilated rear mesh for maximum cooling",https://fs.amplifi.io//file?id=2927a6a6-9e9d-4d4f-aedf-55967ae2961c,https://fs.amplifi.io//file?id=2927a6a6-9e9d-4d4f-aedf-55967ae2961c&variant=thumb&extension=png
Z-70004-00001,Bike,N/A,TERATEC PLUS,Elbow Guards,Protection,Hard Goods,SP22,"FA22,SP22",Protection,Elbow,,Black,TRUE,TRUE,70004-00001,70004-00001,70004-00002,70004-00003,70004-00004,,,,,,,,,,,69,69,CN,"36.6% Polyurethane (PU)
20.9% Styrene Butadiene Rubber (SBR)
18.9% Polyester
11.9% Polyamide Nylon
9.9% Ethylene Vinyl Acetate (EVA)
1.3% Steel
0.5% Elastane","TERATEC Plus Protection is designed with the principle of right materials, right places. Designed specifically to offer great impact protection in a slim, form fitting chassis. Upgraded with additional, dense, lateral protection padding, these guards offer excellent SmartShock® CE Level 1 impact protection and abrasion resistance. All while still offering maximum breathability and flexibility.","•	Impact tested and certified to CE EN 1621-1:2012 Level 1
•	Sleek, comfortable slip-on sleeves
•	Lateral protection upgrades over the Teratec
•	Completely pre-curved chassis for attack position
•	Nylon, anti-abrasion, outer skin
•	Mobility flex joint for smooth articulation
•	Tacky silicone elastic webbing helps prevent slippage
•	Fully ventilated rear mesh for maximum cooling",https://fs.amplifi.io//file?id=d9bd187d-c85e-4eac-a1e8-93403471baf9,https://fs.amplifi.io//file?id=d9bd187d-c85e-4eac-a1e8-93403471baf9&variant=thumb&extension=png
Z-70005-00001,Bike,N/A,TERATEC PLUS,Knee Guards,Protection,Hard Goods,SP22,"FA22,SP22",Protection,Knee,,Black,TRUE,TRUE,70005-00001,70005-00001,70005-00002,70005-00003,70005-00004,,,,,,,,,,,79,79,CN,"33.7% Polyurethane (PU)
25% Styrene Butadiene Rubber (SBR)
15.8% Polyester
12.7% Polyamide Nylon
11.6% Ethylene Vinyl Acetate (EVA)
0.8% Steel
0.4% Elastane","TERATEC Knee Guards are designed with the principle of right materials, right places. Designed specifically to offer great impact protection in a slim, form fitting chassis. These guards offer excellent SmartShock® CE Level 1 impact protection and abrasion resistance all while still offering maximum breathability and flexibility.","•	Impact tested and certified to CE EN 1621-1:2012 Level 1
•	Sleek, comfortable slip-on sleeves
•	Lateral protection upgrades over the Teratec
•	Completely pre-curved chassis for attack position
•	Fully vented Nylon, anti-abrasion, outer skin
•	Mobility flex joint for smooth articulation
•	Tacky silicone elastic webbing helps prevent slippage
•	Fully ventilated rear mesh for maximum cooling",https://fs.amplifi.io//file?id=24da4a45-536d-4517-84ac-e409b56966a0,https://fs.amplifi.io//file?id=24da4a45-536d-4517-84ac-e409b56966a0&variant=thumb&extension=png
Z-70006-00001,Bike,N/A,FORTIS,Elbow Guards,Protection,Hard Goods,SP22,"FA22,SP22",Protection,Elbow,,Black,TRUE,TRUE,70006-00001,70006-00001,70006-00002,,,,,,,,,,,,,79,79,CN,"43.3% Ethylene Vinyl Acetate (EVA)
17.4% Styrene Butadiene Rubber (SBR)
14.5% Polyamide Nylon
11% Polypropylene (PP)
10.5% Polyester
2.3% Silicone
1% Steel","The FORTIS elbow guard is a highly protective hybrid featuring a hard plastic outer shell with SmartShock® impact absorbing foam inside. A large, articulating, top adjustment cuff helps keep the pad in place no matter how hard you ride. Anatomically correct right and left specific pads improve fit and wearability.","•	Impact tested and certified to CE EN 1621-1:2012 Level 1
•	Hard plastic outer shell for abrasion resistance
•	Pre-curved chassis for attack position
•	Spandex flex joint for ease of movement
•	Strategically placed embossed ventilated foam padding
•	Tacky silicone elastic webbing helps prevent slippage
•	Adjustable hook and loop upper and forearm closures
•	Fortified injection molded plastic shields",https://fs.amplifi.io//file?id=ec42049a-9c6e-41a5-9299-2ffdb05e5f6d,https://fs.amplifi.io//file?id=ec42049a-9c6e-41a5-9299-2ffdb05e5f6d&variant=thumb&extension=png
Z-70006-00003,Bike,N/A,FORTIS,Elbow Guards,Protection,Hard Goods,SP22,"FA22,SP22",Protection,Elbow,,Heather Grey/Black,TRUE,TRUE,70006-00003,70006-00003,70006-00004,,,,,,,,,,,,,79,79,CN,"43.3% Ethylene Vinyl Acetate (EVA)
17.4% Styrene Butadiene Rubber (SBR)
14.5% Polyamide Nylon
11% Polypropylene (PP)
10.5% Polyester
2.3% Silicone
1% Steel","The FORTIS elbow guard is a highly protective hybrid featuring a hard plastic outer shell with SmartShock® impact absorbing foam inside. A large, articulating, top adjustment cuff helps keep the pad in place no matter how hard you ride. Anatomically correct right and left specific pads improve fit and wearability.","•	Impact tested and certified to CE EN 1621-1:2012 Level 1
•	Hard plastic outer shell for abrasion resistance
•	Pre-curved chassis for attack position
•	Spandex flex joint for ease of movement
•	Strategically placed embossed ventilated foam padding
•	Tacky silicone elastic webbing helps prevent slippage
•	Adjustable hook and loop upper and forearm closures
•	Fortified injection molded plastic shields",https://fs.amplifi.io//file?id=c536aa18-f9c1-4a5d-940c-da9ea3308ff3,https://fs.amplifi.io//file?id=c536aa18-f9c1-4a5d-940c-da9ea3308ff3&variant=thumb&extension=png
Z-70007-00001,Bike,N/A,FORTIS,Knee Guards,Protection,Hard Goods,SP22,"FA22,SP22",Protection,Knee,,Black,TRUE,TRUE,70007-00001,70007-00001,70007-00002,,,,,,,,,,,,,89,89,CN,"36.1% Styrene Butadiene Rubber (SBR)
25.1% Ethylene Vinyl Acetate (EVA)
13.4% Polyamide Nylon
11.6% Polyester
11.3% Polyethylene (PE)
0.8% Steel
0.8% Polyether
0.6% Silicone
0.3% Polyvinyl Chloride (PVC)",The FORTIS Knee Guard is a highly protective hybrid featuring a hard plastic outer shell with SmartShock® impact absorbing foam inside. Non slip-on design with easy on/off thigh and calf openings help keep the pad in place no matter how hard you ride. Anatomically correct right and left specific pads improve fit and wearability.,"•	Impact tested and certified to CE EN 1621-1:2012 Level 1
•	Hard plastic outer shell for abrasion resistance
•	Extra impact padding on outside of knee and calf
•	Perforated neoprene chassis for breathability
•	Strategically placed perimeter embossed foam padding with ventilation
•	Internal elastic flex joint maintains chassis compression during pedaling
•	Tacky silicone elastic webbing helps prevent slippage
•	Hook and loop thigh and calf closures with security cinch",https://fs.amplifi.io//file?id=4fce3f55-c14c-434b-911f-f2c8e3f15c25,https://fs.amplifi.io//file?id=4fce3f55-c14c-434b-911f-f2c8e3f15c25&variant=thumb&extension=png
Z-70007-00003,Bike,N/A,FORTIS,Knee Guards,Protection,Hard Goods,SP22,"FA22,SP22",Protection,Knee,,Heather Grey/Black,TRUE,TRUE,70007-00003,70007-00003,70007-00004,,,,,,,,,,,,,89,89,CN,"36.1% Styrene Butadiene Rubber (SBR)
25.1% Ethylene Vinyl Acetate (EVA)
13.4% Polyamide Nylon
11.6% Polyester
11.3% Polyethylene (PE)
0.8% Steel
0.8% Polyether
0.6% Silicone
0.3% Polyvinyl Chloride (PVC)",The FORTIS Knee Guard is a highly protective hybrid featuring a hard plastic outer shell with SmartShock® impact absorbing foam inside. Non slip-on design with easy on/off thigh and calf openings help keep the pad in place no matter how hard you ride. Anatomically correct right and left specific pads improve fit and wearability.,"•	Impact tested and certified to CE EN 1621-1:2012 Level 1
•	Hard plastic outer shell for abrasion resistance
•	Extra impact padding on outside of knee and calf
•	Perforated neoprene chassis for breathability
•	Strategically placed perimeter embossed foam padding with ventilation
•	Internal elastic flex joint maintains chassis compression during pedaling
•	Tacky silicone elastic webbing helps prevent slippage
•	Hook and loop thigh and calf closures with security cinch",https://fs.amplifi.io//file?id=710b1705-ffa5-4ee1-8c50-3e7d3efc9ea4,https://fs.amplifi.io//file?id=710b1705-ffa5-4ee1-8c50-3e7d3efc9ea4&variant=thumb&extension=png
Z-70008-00001,Bike,N/A,SURPASS,Elbow Guards,Protection,Hard Goods,SP22,"FA22,SP22",Protection,Elbow,,Black,TRUE,TRUE,70008-00001,70008-00001,70008-00002,70008-00003,70008-00004,,,,,,,,,,,129,129,CN,"27.7% Thermoplastic Elastomer (TPE)
18.7% Styrene Butadiene Rubber (SBR)
15.5% Polyamide Nylon
14.3% Polyester
7.5% Polypropylene (PP)
6.7% Ethylene Vinyl Acetate (EVA)
6.7% Polyurethane (PU)
2% Silicone
0.9% Steel","The SURPASS elbow guard is your ultimate choice for no compromise, all-in-one, elbow and forearm coverage. Featuring a Level 2 impact rating, the SURPASS really does everything well. Ventilated, impact dispersing, plastic outer plate on top of our impact absorbing SmartShock® foam. A pre-curved attack position chassis with articulating joint and anatomically correct right and left specific pads improve fit, comfort and wearability.","•	SmartShock® elbow protectors are impact tested and certified to the highest level of CE impact protection, CE EN 1621-1: 2014 Level 2 Type A
•	Fully ventilated plastic outer shell adds abrasion resistance
•	Rubberized, ventilated outer skin print for durability
•	Strategically placed perimeter embossed foam padding with ventilation
•	Tacky silicone elastic webbing to prevent slippage
•	Adjustable hook and loop upper and forearm closures",https://fs.amplifi.io//file?id=a97815a5-ca91-4b46-8692-2f7fde95406e,https://fs.amplifi.io//file?id=a97815a5-ca91-4b46-8692-2f7fde95406e&variant=thumb&extension=png
